订单年月日,订单年月,科目,是否ot渠道,是否ot官网,线索量,约课量,试听完课量,新签订单量
2024-05-27,2024-05,Music,1,0,15,0,0,0
2024-05-27,2024-05,Chinese,0,0,7,0,0,29
2024-05-26,2024-05,Chinese,0,0,174,59,45,33
2024-05-26,2024-05,English,0,0,125,54,43,17
2024-05-26,2024-05,English,1,0,34,22,20,1
2024-05-26,2024-05,Chinese,1,1,21,7,6,1
2024-05-26,2024-05,Math,0,0,33,5,4,8
2024-05-26,2024-05,Chinese,1,0,24,4,4,0
2024-05-26,2024-05,Music,0,0,120,2,1,10
2024-05-26,2024-05,Music,1,0,19,0,0,2
2024-05-26,2024-05,Chinese,0,0,14,0,0,33
2024-05-25,2024-05,English,0,0,188,92,76,19
2024-05-25,2024-05,Chinese,0,0,102,50,43,24
2024-05-25,2024-05,English,1,0,21,18,16,5
2024-05-25,2024-05,Math,0,0,25,7,7,2
2024-05-25,2024-05,Chinese,1,1,26,7,6,1
2024-05-25,2024-05,Chinese,1,0,26,5,5,2
2024-05-25,2024-05,Music,0,0,92,2,1,11
2024-05-25,2024-05,Music,1,0,20,1,1,0
2024-05-25,2024-05,Chinese,0,0,9,0,0,24
2024-05-25,2024-05,English,1,1,2,0,0,0
2024-05-25,2024-05,Chinese,1,0,1,0,0,2
2024-05-24,2024-05,English,0,0,217,127,108,20
2024-05-24,2024-05,Chinese,0,0,175,70,60,19
2024-05-24,2024-05,English,1,0,26,20,17,4
2024-05-24,2024-05,Math,0,0,21,7,6,3
2024-05-24,2024-05,Chinese,1,1,23,4,3,3
2024-05-24,2024-05,Chinese,1,0,28,4,4,2
2024-05-24,2024-05,Music,0,0,60,2,2,9
2024-05-24,2024-05,Math,1,0,2,1,1,0
2024-05-24,2024-05,Chinese,0,0,12,1,1,19
2024-05-24,2024-05,Chinese,1,0,3,0,0,2
2024-05-23,2024-05,English,0,0,197,108,84,16
2024-05-23,2024-05,Chinese,0,0,270,65,54,28
2024-05-23,2024-05,English,1,0,25,20,20,1
2024-05-23,2024-05,Chinese,1,0,26,9,8,1
2024-05-23,2024-05,Math,0,0,21,8,5,3
2024-05-23,2024-05,Music,0,0,85,3,3,6
2024-05-23,2024-05,English,1,1,3,1,1,1
2024-05-23,2024-05,Chinese,0,0,4,0,0,28
2024-05-23,2024-05,Music,1,0,19,0,0,1
2024-05-23,2024-05,Chinese,1,1,16,0,0,0
2024-05-23,2024-05,Chinese,1,0,1,0,0,1
2024-05-22,2024-05,English,0,0,249,121,95,9
2024-05-22,2024-05,Chinese,0,0,246,87,65,17
2024-05-22,2024-05,English,1,0,23,21,18,2
2024-05-22,2024-05,Math,0,0,15,9,7,5
2024-05-22,2024-05,Chinese,1,1,14,3,3,3
2024-05-22,2024-05,Music,0,0,67,2,1,9
2024-05-22,2024-05,Chinese,1,0,24,2,2,2
2024-05-22,2024-05,Math,1,1,2,1,1,0
2024-05-22,2024-05,Chinese,0,0,9,0,0,17
2024-05-22,2024-05,Chinese,1,0,2,0,0,2
2024-05-21,2024-05,English,0,0,140,79,63,11
2024-05-21,2024-05,Chinese,0,0,100,53,46,13
2024-05-21,2024-05,English,1,0,35,21,17,3
2024-05-21,2024-05,Math,0,0,7,4,4,3
2024-05-21,2024-05,Chinese,1,1,15,4,4,2
2024-05-21,2024-05,Chinese,0,0,5,2,2,13
2024-05-21,2024-05,Chinese,1,0,16,1,1,0
2024-05-21,2024-05,Music,0,0,51,1,1,4
2024-05-21,2024-05,English,1,1,3,0,0,1
2024-05-20,2024-05,English,0,0,223,113,88,17
2024-05-20,2024-05,Chinese,0,0,228,73,59,23
2024-05-20,2024-05,English,1,0,23,20,16,6
2024-05-20,2024-05,Math,0,0,34,3,2,9
2024-05-20,2024-05,Chinese,1,1,16,3,3,1
2024-05-20,2024-05,Chinese,1,0,15,3,3,1
2024-05-20,2024-05,Chinese,0,0,6,1,1,23
2024-05-20,2024-05,Music,0,0,69,1,0,10
2024-05-20,2024-05,Music,1,0,8,0,0,1
2024-05-20,2024-05,Chinese,1,0,1,0,0,1
2024-05-19,2024-05,Chinese,0,0,144,70,57,22
2024-05-19,2024-05,English,0,0,103,60,46,17
2024-05-19,2024-05,Math,0,0,13,8,6,9
2024-05-19,2024-05,Chinese,1,0,19,4,4,1
2024-05-19,2024-05,Chinese,1,1,18,3,3,1
2024-05-19,2024-05,English,1,0,4,3,3,5
2024-05-19,2024-05,Chinese,0,0,5,1,1,22
2024-05-19,2024-05,Math,1,0,1,1,1,1
2024-05-19,2024-05,Music,0,0,97,0,0,14
2024-05-19,2024-05,Music,1,0,9,0,0,1
2024-05-19,2024-05,Chinese,1,0,1,0,0,1
2024-05-18,2024-05,English,0,0,102,53,41,11
2024-05-18,2024-05,Chinese,0,0,86,49,41,28
2024-05-18,2024-05,Math,0,0,12,9,8,3
2024-05-18,2024-05,Chinese,1,1,14,3,2,2
2024-05-18,2024-05,English,1,0,5,2,1,2
2024-05-18,2024-05,Chinese,1,0,13,2,2,2
2024-05-18,2024-05,Chinese,0,0,6,1,1,28
2024-05-18,2024-05,Music,1,0,11,1,0,2
2024-05-18,2024-05,Music,0,0,67,0,0,6
2024-05-17,2024-05,Chinese,0,0,114,69,56,13
2024-05-17,2024-05,English,0,0,118,64,57,16
2024-05-17,2024-05,English,1,0,20,14,12,2
2024-05-17,2024-05,Math,0,0,14,7,7,1
2024-05-17,2024-05,Chinese,1,1,30,3,3,1
2024-05-17,2024-05,Chinese,1,0,17,2,2,0
2024-05-17,2024-05,Music,0,0,49,1,1,18
2024-05-17,2024-05,Math,1,0,1,0,0,0
2024-05-17,2024-05,Chinese,0,0,4,0,0,13
2024-05-16,2024-05,English,0,0,139,95,73,11
2024-05-16,2024-05,Chinese,0,0,170,70,61,15
2024-05-16,2024-05,English,1,0,19,17,15,7
2024-05-16,2024-05,Math,0,0,13,6,6,4
2024-05-16,2024-05,Chinese,1,1,23,5,4,0
2024-05-16,2024-05,Chinese,1,0,19,2,1,0
2024-05-16,2024-05,Music,0,0,69,1,0,5
2024-05-16,2024-05,Math,1,0,1,1,1,1
2024-05-16,2024-05,Chinese,0,0,1,0,0,15
2024-05-16,2024-05,Music,1,0,4,0,0,1
2024-05-16,2024-05,Chinese,1,0,3,0,0,0
2024-05-15,2024-05,English,0,0,159,91,72,11
2024-05-15,2024-05,Chinese,0,0,123,66,51,20
2024-05-15,2024-05,English,1,0,33,20,16,2
2024-05-15,2024-05,Chinese,1,1,17,7,6,0
2024-05-15,2024-05,Math,0,0,9,5,5,3
2024-05-15,2024-05,Chinese,1,0,18,4,3,1
2024-05-15,2024-05,Music,0,0,118,2,1,4
2024-05-15,2024-05,Music,1,0,10,0,0,1
2024-05-15,2024-05,Chinese,0,0,2,0,0,20
2024-05-15,2024-05,Math,1,0,0,0,0,1
2024-05-14,2024-05,English,0,0,181,96,85,3
2024-05-14,2024-05,Chinese,0,0,143,68,53,11
2024-05-14,2024-05,English,1,0,35,27,25,1
2024-05-14,2024-05,Math,0,0,10,7,6,1
2024-05-14,2024-05,Chinese,1,0,19,5,5,0
2024-05-14,2024-05,Chinese,1,1,22,3,3,0
2024-05-14,2024-05,Music,0,0,54,1,1,12
2024-05-14,2024-05,Music,1,0,13,0,0,2
2024-05-14,2024-05,Chinese,0,0,5,0,0,11
2024-05-13,2024-05,English,0,0,225,114,88,7
2024-05-13,2024-05,Chinese,0,0,213,73,56,19
2024-05-13,2024-05,English,1,0,30,21,20,2
2024-05-13,2024-05,Math,0,0,14,4,3,2
2024-05-13,2024-05,Chinese,1,1,26,4,4,1
2024-05-13,2024-05,Chinese,1,0,21,2,2,0
2024-05-13,2024-05,Music,0,0,78,1,1,10
2024-05-13,2024-05,Chinese,1,0,5,0,0,0
2024-05-13,2024-05,Chinese,0,0,4,0,0,19
2024-05-13,2024-05,Math,1,1,0,0,0,1
2024-05-12,2024-05,English,0,0,228,85,65,29
2024-05-12,2024-05,Chinese,0,0,161,46,37,23
2024-05-12,2024-05,English,1,0,29,24,22,9
2024-05-12,2024-05,Math,0,0,17,7,7,3
2024-05-12,2024-05,Chinese,1,1,18,4,4,0
2024-05-12,2024-05,Music,0,0,94,1,1,23
2024-05-12,2024-05,Chinese,1,0,18,1,1,1
2024-05-12,2024-05,Chinese,0,0,1,0,0,23
2024-05-12,2024-05,Chinese,1,0,1,0,0,1
2024-05-11,2024-05,English,0,0,208,103,83,12
2024-05-11,2024-05,Chinese,0,0,94,50,40,21
2024-05-11,2024-05,English,1,0,32,26,24,4
2024-05-11,2024-05,Math,0,0,7,7,7,2
2024-05-11,2024-05,Chinese,1,0,21,5,5,3
2024-05-11,2024-05,Chinese,1,1,23,3,2,1
2024-05-11,2024-05,Music,0,0,69,2,2,13
2024-05-11,2024-05,Math,1,0,1,0,0,1
2024-05-11,2024-05,Chinese,0,0,6,0,0,21
2024-05-11,2024-05,Music,1,0,3,0,0,1
2024-05-10,2024-05,English,0,0,232,86,71,13
2024-05-10,2024-05,Chinese,0,0,90,44,39,18
2024-05-10,2024-05,Math,0,0,12,11,10,1
2024-05-10,2024-05,Chinese,1,1,34,8,8,1
2024-05-10,2024-05,Chinese,1,0,14,2,1,1
2024-05-10,2024-05,Chinese,0,0,8,1,1,18
2024-05-10,2024-05,Music,0,0,86,1,1,16
2024-05-10,2024-05,Chinese,1,0,1,0,0,1
2024-05-10,2024-05,Math,1,0,0,0,0,1
2024-05-09,2024-05,English,0,0,174,107,84,12
2024-05-09,2024-05,Chinese,0,0,79,43,34,11
2024-05-09,2024-05,English,1,0,32,26,17,1
2024-05-09,2024-05,Math,0,0,9,7,5,3
2024-05-09,2024-05,Chinese,1,1,25,7,5,3
2024-05-09,2024-05,Chinese,1,0,11,2,2,1
2024-05-09,2024-05,Music,0,0,89,1,1,27
2024-05-09,2024-05,Chinese,0,0,8,1,1,11
2024-05-09,2024-05,Chinese,1,0,3,0,0,1
2024-05-08,2024-05,English,0,0,181,102,84,10
2024-05-08,2024-05,English,1,0,46,39,38,1
2024-05-08,2024-05,Chinese,0,0,72,31,28,24
2024-05-08,2024-05,Math,0,0,17,16,14,2
2024-05-08,2024-05,Chinese,1,0,18,3,3,0
2024-05-08,2024-05,Chinese,1,1,16,2,2,2
2024-05-08,2024-05,Music,0,0,144,1,1,8
2024-05-08,2024-05,Chinese,0,0,7,0,0,24
2024-05-07,2024-05,English,0,0,138,78,65,7
2024-05-07,2024-05,Chinese,0,0,102,52,40,7
2024-05-07,2024-05,English,1,0,20,15,12,4
2024-05-07,2024-05,Math,0,0,14,11,9,0
2024-05-07,2024-05,Chinese,1,1,21,8,8,1
2024-05-07,2024-05,Chinese,1,0,13,3,3,0
2024-05-07,2024-05,Music,0,0,41,1,1,7
2024-05-07,2024-05,Math,1,0,1,1,1,1
2024-05-07,2024-05,Chinese,0,0,4,1,0,7
2024-05-07,2024-05,Chinese,1,0,2,0,0,0
2024-05-07,2024-05,Math,1,1,0,0,0,0
2024-05-06,2024-05,English,0,0,170,91,80,6
2024-05-06,2024-05,Chinese,0,0,224,58,47,34
2024-05-06,2024-05,English,1,0,22,13,9,2
2024-05-06,2024-05,Chinese,1,1,32,10,8,2
2024-05-06,2024-05,Math,0,0,11,9,8,4
2024-05-06,2024-05,Chinese,1,0,18,5,5,1
2024-05-06,2024-05,Music,0,0,72,1,0,12
2024-05-06,2024-05,Music,1,0,10,0,0,1
2024-05-06,2024-05,Chinese,0,0,13,0,0,34
2024-05-06,2024-05,Chinese,1,0,1,0,0,1
2024-05-05,2024-05,English,0,0,91,58,48,13
2024-05-05,2024-05,Chinese,0,0,102,54,45,11
2024-05-05,2024-05,Math,0,0,18,10,9,2
2024-05-05,2024-05,English,1,0,10,9,9,0
2024-05-05,2024-05,Chinese,1,1,18,3,3,1
2024-05-05,2024-05,Chinese,0,0,11,2,1,11
2024-05-05,2024-05,Chinese,1,0,10,1,1,1
2024-05-05,2024-05,Music,0,0,80,0,0,18
2024-05-05,2024-05,Math,1,1,0,0,0,1
2024-05-04,2024-05,English,0,0,81,53,48,4
2024-05-04,2024-05,Chinese,0,0,94,50,47,7
2024-05-04,2024-05,Math,0,0,12,8,8,1
2024-05-04,2024-05,Chinese,1,1,22,5,5,0
2024-05-04,2024-05,Chinese,1,0,11,3,2,0
2024-05-04,2024-05,English,1,0,7,3,3,1
2024-05-04,2024-05,Music,0,0,38,2,1,8
2024-05-04,2024-05,Chinese,0,0,9,1,1,7
2024-05-04,2024-05,Chinese,1,0,9,0,0,0
2024-05-03,2024-05,English,0,0,55,25,21,1
2024-05-03,2024-05,Chinese,0,0,52,22,20,6
2024-05-03,2024-05,English,1,0,5,4,4,0
2024-05-03,2024-05,Chinese,1,1,18,4,2,5
2024-05-03,2024-05,Music,0,0,169,3,3,5
2024-05-03,2024-05,Chinese,1,0,8,1,1,0
2024-05-03,2024-05,Chinese,0,0,5,0,0,6
2024-05-03,2024-05,Chinese,1,0,2,0,0,0
2024-05-03,2024-05,Math,0,0,3,0,0,1
2024-05-02,2024-05,Chinese,0,0,46,15,14,7
2024-05-02,2024-05,English,0,0,20,9,7,4
2024-05-02,2024-05,English,1,0,5,4,3,0
2024-05-02,2024-05,Chinese,1,1,15,3,3,1
2024-05-02,2024-05,Chinese,1,0,10,3,3,0
2024-05-02,2024-05,Chinese,0,0,3,0,0,7
2024-05-02,2024-05,Chinese,1,0,2,0,0,0
2024-05-02,2024-05,Music,0,0,0,0,0,3
2024-05-01,2024-05,English,0,0,51,29,23,21
2024-05-01,2024-05,Chinese,0,0,56,23,16,8
2024-05-01,2024-05,English,1,0,10,7,7,6
2024-05-01,2024-05,Chinese,1,1,21,6,3,2
2024-05-01,2024-05,Math,0,0,7,5,5,2
2024-05-01,2024-05,Chinese,1,0,16,1,1,2
2024-05-01,2024-05,Music,0,0,1,0,0,7
2024-05-01,2024-05,Chinese,1,0,1,0,0,2
2024-05-01,2024-05,Music,0,0,4,0,0,7
2024-05-01,2024-05,Chinese,0,0,2,0,0,8
2024-04-30,2024-04,English,0,0,88,49,38,14
2024-04-30,2024-04,Chinese,0,0,75,33,28,60
2024-04-30,2024-04,English,1,0,19,13,11,4
2024-04-30,2024-04,Math,0,0,7,5,5,13
2024-04-30,2024-04,Chinese,1,1,7,3,3,2
2024-04-30,2024-04,Chinese,1,0,14,3,3,4
2024-04-30,2024-04,Music,0,0,11,1,1,13
2024-04-30,2024-04,Math,1,0,4,1,1,2
2024-04-30,2024-04,Chinese,0,0,1,0,0,60
2024-04-30,2024-04,Chinese,1,0,3,0,0,4
2024-04-30,2024-04,Music,1,0,6,0,0,1
2024-04-29,2024-04,Chinese,0,0,179,61,49,23
2024-04-29,2024-04,English,0,0,90,55,49,4
2024-04-29,2024-04,English,1,0,25,15,14,2
2024-04-29,2024-04,Chinese,1,0,23,8,7,2
2024-04-29,2024-04,Chinese,1,1,13,3,3,2
2024-04-29,2024-04,Math,0,0,9,2,2,3
2024-04-29,2024-04,Chinese,1,0,8,0,0,2
2024-04-29,2024-04,Music,0,0,64,0,0,11
2024-04-29,2024-04,Math,1,0,0,0,0,0
2024-04-29,2024-04,Chinese,0,0,6,0,0,23
2024-04-28,2024-04,English,0,0,148,77,64,35
2024-04-28,2024-04,Chinese,0,0,155,49,40,26
2024-04-28,2024-04,English,1,0,28,20,14,6
2024-04-28,2024-04,Math,0,0,29,10,8,6
2024-04-28,2024-04,Chinese,1,0,17,5,5,0
2024-04-28,2024-04,Music,0,0,67,2,2,10
2024-04-28,2024-04,Music,1,0,4,0,0,1
2024-04-28,2024-04,Chinese,0,0,4,0,0,26
2024-04-28,2024-04,Math,1,0,0,0,0,1
2024-04-27,2024-04,English,0,0,97,61,49,25
2024-04-27,2024-04,Chinese,0,0,115,60,48,24
2024-04-27,2024-04,English,1,0,14,11,11,3
2024-04-27,2024-04,Math,0,0,22,10,8,3
2024-04-27,2024-04,Chinese,1,1,15,5,4,3
2024-04-27,2024-04,Chinese,1,0,17,2,1,1
2024-04-27,2024-04,Music,0,0,51,1,1,13
2024-04-27,2024-04,Music,1,0,6,1,1,2
2024-04-27,2024-04,Chinese,0,0,7,0,0,24
2024-04-26,2024-04,English,0,0,156,78,59,15
2024-04-26,2024-04,Chinese,0,0,85,46,39,21
2024-04-26,2024-04,English,1,0,36,27,21,5
2024-04-26,2024-04,Math,0,0,120,22,10,14
2024-04-26,2024-04,Chinese,1,1,18,3,3,6
2024-04-26,2024-04,Chinese,1,0,16,3,3,3
2024-04-26,2024-04,Music,0,0,62,2,2,7
2024-04-26,2024-04,Math,1,0,1,0,0,0
2024-04-25,2024-04,English,0,0,159,64,59,22
2024-04-25,2024-04,English,1,0,63,44,39,3
2024-04-25,2024-04,Chinese,0,0,78,35,30,22
2024-04-25,2024-04,Chinese,1,0,22,6,5,0
2024-04-25,2024-04,Chinese,1,1,21,4,3,3
2024-04-25,2024-04,Math,0,0,9,3,3,11
2024-04-25,2024-04,Music,0,0,74,2,2,11
2024-04-25,2024-04,Math,1,0,0,0,0,1
2024-04-25,2024-04,Chinese,0,0,4,0,0,22
2024-04-24,2024-04,English,0,0,203,94,73,10
2024-04-24,2024-04,Chinese,0,0,87,45,39,25
2024-04-24,2024-04,English,1,0,37,26,24,3
2024-04-24,2024-04,Chinese,1,1,21,3,3,2
2024-04-24,2024-04,Math,0,0,3,2,2,3
2024-04-24,2024-04,Chinese,1,0,11,2,1,2
2024-04-24,2024-04,Music,0,0,160,2,2,21
2024-04-24,2024-04,Chinese,0,0,5,0,0,25
2024-04-23,2024-04,English,0,0,197,104,84,131
2024-04-23,2024-04,English,1,0,38,29,26,2
2024-04-23,2024-04,Chinese,0,0,89,27,25,19
2024-04-23,2024-04,Math,0,0,16,5,5,1
2024-04-23,2024-04,Chinese,1,1,24,4,4,2
2024-04-23,2024-04,Chinese,1,0,13,2,2,0
2024-04-23,2024-04,Music,0,0,10,0,0,11
2024-04-23,2024-04,Music,1,0,6,0,0,2
2024-04-23,2024-04,Chinese,0,0,2,0,0,19
2024-04-23,2024-04,Chinese,1,0,1,0,0,0
2024-04-22,2024-04,English,0,0,217,98,79,11
2024-04-22,2024-04,Chinese,0,0,272,75,60,37
2024-04-22,2024-04,English,1,0,70,51,48,0
2024-04-22,2024-04,Math,0,0,13,9,7,5
2024-04-22,2024-04,Chinese,1,0,23,6,5,1
2024-04-22,2024-04,Chinese,1,1,22,5,3,1
2024-04-22,2024-04,Music,0,0,80,1,1,14
2024-04-22,2024-04,Music,1,0,7,1,1,1
2024-04-22,2024-04,English,1,1,1,0,0,0
2024-04-22,2024-04,Math,1,0,1,0,0,0
2024-04-22,2024-04,Math,1,1,0,0,0,0
2024-04-21,2024-04,English,0,0,301,210,187,18
2024-04-21,2024-04,Chinese,0,0,117,55,40,21
2024-04-21,2024-04,English,1,0,18,12,12,6
2024-04-21,2024-04,Chinese,1,0,18,5,4,2
2024-04-21,2024-04,Math,0,0,7,4,4,3
2024-04-21,2024-04,Chinese,1,1,17,1,1,2
2024-04-21,2024-04,Music,0,0,87,1,0,14
2024-04-21,2024-04,Music,1,0,13,0,0,2
2024-04-21,2024-04,Chinese,1,0,1,0,0,2
2024-04-20,2024-04,English,0,0,178,94,79,19
2024-04-20,2024-04,Chinese,0,0,94,39,30,25
2024-04-20,2024-04,English,1,0,21,20,17,3
2024-04-20,2024-04,Chinese,1,1,24,5,5,1
2024-04-20,2024-04,Chinese,1,0,13,3,2,1
2024-04-20,2024-04,Math,0,0,3,2,2,4
2024-04-20,2024-04,Music,1,0,9,1,1,1
2024-04-20,2024-04,Music,0,0,96,1,1,16
2024-04-20,2024-04,Chinese,0,0,1,1,1,25
2024-04-19,2024-04,English,0,0,244,112,87,13
2024-04-19,2024-04,Chinese,0,0,87,42,40,34
2024-04-19,2024-04,English,1,0,37,22,15,4
2024-04-19,2024-04,Math,0,0,12,6,6,3
2024-04-19,2024-04,Music,0,0,125,3,2,14
2024-04-19,2024-04,Chinese,1,0,9,2,2,1
2024-04-19,2024-04,Chinese,0,0,6,1,1,34
2024-04-19,2024-04,Chinese,1,1,15,1,1,2
2024-04-19,2024-04,Chinese,1,0,2,0,0,1
2024-04-18,2024-04,English,0,0,201,105,76,15
2024-04-18,2024-04,Chinese,0,0,155,62,57,22
2024-04-18,2024-04,Chinese,1,1,16,5,5,5
2024-04-18,2024-04,Math,0,0,7,5,3,1
2024-04-18,2024-04,Chinese,1,0,18,4,3,2
2024-04-18,2024-04,Math,1,0,3,2,2,0
2024-04-18,2024-04,Chinese,0,0,5,0,0,22
2024-04-18,2024-04,Music,1,0,8,0,0,2
2024-04-18,2024-04,Music,0,0,11,0,0,8
2024-04-17,2024-04,English,0,0,196,96,78,13
2024-04-17,2024-04,Chinese,0,0,72,36,34,21
2024-04-17,2024-04,English,1,0,31,25,21,3
2024-04-17,2024-04,Math,0,0,8,6,4,4
2024-04-17,2024-04,Chinese,1,0,12,5,5,0
2024-04-17,2024-04,Chinese,1,1,23,3,3,1
2024-04-17,2024-04,Music,0,0,111,1,1,35
2024-04-17,2024-04,Music,1,0,11,0,0,1
2024-04-17,2024-04,Chinese,0,0,6,0,0,21
2024-04-16,2024-04,English,0,0,184,91,79,14
2024-04-16,2024-04,Chinese,0,0,75,27,24,21
2024-04-16,2024-04,English,1,0,29,16,14,3
2024-04-16,2024-04,Chinese,1,0,10,3,2,0
2024-04-16,2024-04,Math,0,0,5,2,2,1
2024-04-16,2024-04,Chinese,1,1,20,2,1,0
2024-04-16,2024-04,Music,0,0,102,2,2,42
2024-04-16,2024-04,Math,1,0,1,1,1,0
2024-04-16,2024-04,Chinese,0,0,5,0,0,21
2024-04-15,2024-04,English,0,0,184,104,83,6
2024-04-15,2024-04,Chinese,0,0,243,64,55,28
2024-04-15,2024-04,Chinese,1,1,20,8,8,2
2024-04-15,2024-04,English,1,0,14,8,7,1
2024-04-15,2024-04,Chinese,1,0,17,7,7,0
2024-04-15,2024-04,Math,0,0,9,5,4,4
2024-04-15,2024-04,Music,0,0,120,2,1,11
2024-04-15,2024-04,Math,1,0,2,1,1,1
2024-04-15,2024-04,Chinese,0,0,5,1,1,28
2024-04-15,2024-04,Music,1,0,9,1,1,1
2024-04-15,2024-04,Chinese,1,0,2,0,0,0
2024-04-14,2024-04,English,0,0,166,79,66,20
2024-04-14,2024-04,Chinese,0,0,128,50,45,22
2024-04-14,2024-04,English,1,0,20,12,10,6
2024-04-14,2024-04,Math,0,0,12,11,11,3
2024-04-14,2024-04,Chinese,1,1,21,6,6,4
2024-04-14,2024-04,Chinese,1,0,5,2,2,0
2024-04-14,2024-04,Music,0,0,98,1,1,25
2024-04-14,2024-04,Chinese,1,0,11,1,1,0
2024-04-14,2024-04,Chinese,0,0,3,0,0,22
2024-04-14,2024-04,Music,1,0,13,0,0,1
2024-04-13,2024-04,English,0,0,153,87,70,15
2024-04-13,2024-04,English,1,0,68,54,44,4
2024-04-13,2024-04,Chinese,0,0,76,34,31,22
2024-04-13,2024-04,Chinese,1,0,19,6,5,2
2024-04-13,2024-04,Math,0,0,6,4,1,3
2024-04-13,2024-04,Music,0,0,168,4,4,11
2024-04-13,2024-04,Chinese,1,1,10,3,2,1
2024-04-13,2024-04,Chinese,0,0,4,0,0,22
2024-04-13,2024-04,Chinese,1,0,2,0,0,2
2024-04-13,2024-04,Music,1,0,10,0,0,2
2024-04-12,2024-04,English,0,0,203,104,88,15
2024-04-12,2024-04,Chinese,0,0,66,38,36,22
2024-04-12,2024-04,English,1,0,35,23,20,2
2024-04-12,2024-04,Math,0,0,7,6,5,2
2024-04-12,2024-04,Music,0,0,131,3,3,8
2024-04-12,2024-04,Chinese,1,0,15,2,1,2
2024-04-12,2024-04,Chinese,0,0,4,1,1,22
2024-04-12,2024-04,Music,1,0,8,1,1,1
2024-04-12,2024-04,Chinese,1,1,18,1,1,1
2024-04-12,2024-04,Chinese,1,0,3,0,0,2
2024-04-12,2024-04,Math,1,1,0,0,0,0
2024-04-11,2024-04,English,0,0,165,86,70,10
2024-04-11,2024-04,English,1,0,57,41,37,2
2024-04-11,2024-04,Chinese,0,0,94,41,36,23
2024-04-11,2024-04,Math,0,0,12,10,8,8
2024-04-11,2024-04,Chinese,1,0,21,3,3,0
2024-04-11,2024-04,Music,0,0,100,3,3,14
2024-04-11,2024-04,Chinese,1,1,19,2,2,0
2024-04-11,2024-04,Chinese,0,0,3,0,0,23
2024-04-11,2024-04,Music,1,0,12,0,0,1
2024-04-10,2024-04,English,0,0,154,75,64,21
2024-04-10,2024-04,Chinese,0,0,99,41,37,18
2024-04-10,2024-04,English,1,0,47,34,28,1
2024-04-10,2024-04,Math,0,0,14,11,9,2
2024-04-10,2024-04,Chinese,1,1,29,9,8,1
2024-04-10,2024-04,Chinese,1,0,16,4,3,4
2024-04-10,2024-04,Music,0,0,194,3,2,9
2024-04-10,2024-04,Music,1,0,9,1,1,1
2024-04-10,2024-04,English,1,1,1,1,1,0
2024-04-10,2024-04,Chinese,0,0,2,0,0,18
2024-04-09,2024-04,English,0,0,226,130,98,6
2024-04-09,2024-04,Chinese,0,0,86,47,39,11
2024-04-09,2024-04,English,1,0,40,28,25,2
2024-04-09,2024-04,Chinese,1,1,25,5,4,5
2024-04-09,2024-04,Chinese,1,0,17,2,2,0
2024-04-09,2024-04,Music,0,0,16,1,1,4
2024-04-09,2024-04,Music,1,1,0,0,0,1
2024-04-09,2024-04,Chinese,0,0,6,0,0,11
2024-04-08,2024-04,English,0,0,303,137,103,30
2024-04-08,2024-04,Chinese,0,0,169,58,49,39
2024-04-08,2024-04,English,1,0,65,46,37,1
2024-04-08,2024-04,Math,0,0,21,11,11,0
2024-04-08,2024-04,Chinese,1,1,29,10,8,1
2024-04-08,2024-04,Chinese,1,0,19,5,4,0
2024-04-08,2024-04,Music,1,0,17,1,1,1
2024-04-08,2024-04,Music,0,0,113,0,0,9
2024-04-08,2024-04,Chinese,1,0,1,0,0,0
2024-04-08,2024-04,Chinese,0,0,4,0,0,39
2024-04-08,2024-04,English,1,1,0,0,0,1
2024-04-07,2024-04,English,0,0,226,116,101,16
2024-04-07,2024-04,Chinese,0,0,313,85,71,15
2024-04-07,2024-04,English,1,0,28,17,15,1
2024-04-07,2024-04,Math,0,0,12,8,6,10
2024-04-07,2024-04,Chinese,1,1,29,8,7,1
2024-04-07,2024-04,Chinese,1,0,18,4,4,1
2024-04-07,2024-04,Music,0,0,51,3,3,6
2024-04-07,2024-04,Math,1,0,2,2,2,1
2024-04-07,2024-04,Music,1,0,9,1,1,1
2024-04-07,2024-04,Chinese,0,0,3,0,0,15
2024-04-06,2024-04,Chinese,0,0,109,61,56,16
2024-04-06,2024-04,English,0,0,80,43,35,6
2024-04-06,2024-04,Chinese,1,1,22,9,8,2
2024-04-06,2024-04,Math,0,0,3,3,3,4
2024-04-06,2024-04,English,1,0,3,1,0,2
2024-04-06,2024-04,Music,0,0,46,1,1,10
2024-04-06,2024-04,Chinese,1,0,7,0,0,1
2024-04-06,2024-04,Chinese,0,0,7,0,0,16
2024-04-06,2024-04,Chinese,1,0,17,0,0,1
2024-04-06,2024-04,Music,1,0,9,0,0,1
2024-04-05,2024-04,English,0,0,86,48,42,5
2024-04-05,2024-04,Chinese,0,0,57,21,20,6
2024-04-05,2024-04,Chinese,1,1,34,5,5,4
2024-04-05,2024-04,Music,0,0,85,4,4,6
2024-04-05,2024-04,English,1,0,8,4,3,0
2024-04-05,2024-04,Math,0,0,9,3,3,1
2024-04-05,2024-04,Music,1,0,5,2,2,1
2024-04-05,2024-04,Chinese,0,0,4,1,1,6
2024-04-05,2024-04,Chinese,1,0,29,1,1,3
2024-04-05,2024-04,Chinese,1,0,11,1,1,3
2024-04-04,2024-04,English,0,0,58,34,29,9
2024-04-04,2024-04,Chinese,0,0,71,34,31,9
